,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
2526,2526,Cafe Co2 Resto Lounge,4.3,Samarth Jog,5.0,-,1
2527,2527,Cafe Co2 Resto Lounge,4.3,Mayuresh Muley,5.0,-,1
2528,2528,Cafe Co2 Resto Lounge,4.3,Harshwardhan Rawal,4.0,-,1
2529,2529,Cafe Co2 Resto Lounge,4.3,Pooja Bhagyavant,5.0,-,1
2530,2530,Cafe Co2 Resto Lounge,4.3,Aryan Humnabadkar,4.0,"Waiter was scarcastic (most of his jokes were lame) name mahesh pandey.
The food was also very okay and the music taste was very bad.
The ambience was good but the music ruined all the vibe. Music was too childish.
Kitni bijli jaati hai pandey ji tumhare co2 mein, Pandey ji got no chill and no sense of humour",1
2531,2531,Cafe Co2 Resto Lounge,4.3,Tushar Yewale,5.0,-,1
2532,2532,Cafe Co2 Resto Lounge,4.3,Subil Ravi,5.0,The place was very good. The service was especially good. The captain amit was very attentive to us. Overall the experience was very good,1
2533,2533,Cafe Co2 Resto Lounge,4.3,Mayank,4.0,Nice party place. Plenty of seating area. Near to lake. Super fast service. Tasty starters. Must visit place.,1
2534,2534,Cafe Co2 Resto Lounge,4.3,Shubham,5.0,-,1
2535,2535,Cafe Co2 Resto Lounge,4.3,Rahul Gopa,5.0,-,1
2536,2536,Cafe Co2 Resto Lounge,4.3,Yash Ghoradkar,5.0,-,1
2537,2537,Cafe Co2 Resto Lounge,4.3,Aniket Kulkarni,4.0,Quality has gone down. its not like before,1
2538,2538,Cafe Co2 Resto Lounge,4.3,Hrushikesh Walvekar,5.0,-,1
2539,2539,Cafe Co2 Resto Lounge,4.3,Sandeep Bhagat,1.0,"They served us wrong dish and manager is very arrogantly denied it, resting is going to sink due to behavior of staff soon.",0
2540,2540,Cafe Co2 Resto Lounge,4.3,Subhash Gokul,5.0,-,1
2541,2541,Cafe Co2 Resto Lounge,4.3,Priyal,5.0,-,1
2542,2542,Cafe Co2 Resto Lounge,4.3,Shruti,5.0,-,1
2544,2544,Cafe Co2 Resto Lounge,4.3,Kapil Raut,5.0,-,1
2545,2545,Cafe Co2 Resto Lounge,4.3,Shubham Puri,5.0,-,1
2546,2546,Cafe Co2 Resto Lounge,4.3,Preet Trivedi,4.0,-,1
2547,2547,Cafe Co2 Resto Lounge,4.3,Prajyot Gondhale,4.0,-,1
2548,2548,Cafe Co2 Resto Lounge,4.3,Gosavigautami.gg4,5.0,-,1
2549,2549,Cafe Co2 Resto Lounge,4.3,Ravi Dubey,1.0,"This place is hyped, only teenagers and chapri crowd, and the DJ over here is pathetic. Very shady place!

I went there after seeing high Zomato ratings but this place was a disappointment.",0
2550,2550,Cafe Co2 Resto Lounge,4.3,Pritam Saha,5.0,-,1
2551,2551,Cafe Co2 Resto Lounge,4.3,Swapnil Pawar,5.0,nice but over rated,1
2552,2552,Cafe Co2 Resto Lounge,4.3,Kavish Goyal,5.0,Amazing food and special mention for their lighting fast service. Must Visit Place.,1
2553,2553,Cafe Co2 Resto Lounge,4.3,Ashish Jha,4.0,-,1
2554,2554,Cafe Co2 Resto Lounge,4.3,Advait Shetty,5.0,-,1
2555,2555,Cafe Co2 Resto Lounge,4.3,Divya Gugle,5.0,-,1
2556,2556,Cafe Co2 Resto Lounge,4.3,Varsha,5.0,-,1
2557,2557,Cafe Co2 Resto Lounge,4.3,Hemasha,4.0,ok,1
2558,2558,Cafe Co2 Resto Lounge,4.3,Sharad Kale,5.0,-,1
2559,2559,Cafe Co2 Resto Lounge,4.3,Mandar,5.0,-,1
2561,2561,Cafe Co2 Resto Lounge,4.3,Hrishikesh J,2.0,Too costly for the kind of offerings,0
2562,2562,Cafe Co2 Resto Lounge,4.3,GDabke,5.0,-,1
2565,2565,Cafe Co2 Resto Lounge,4.3,Ananthakrishnan Thachilath,5.0,-,1
2566,2566,Cafe Co2 Resto Lounge,4.3,Ananthakrishnan Thachilath,5.0,-,1
2567,2567,Cafe Co2 Resto Lounge,4.3,Mukul Deshpande,5.0,-,1
2568,2568,Cafe Co2 Resto Lounge,4.3,Dhanraj Lomate,5.0,-,1
2569,2569,Cafe Co2 Resto Lounge,4.3,Manisha Ray,5.0,-,1
2570,2570,Cafe Co2 Resto Lounge,4.3,Anil,2.0,Butter was not applied properly in the naan and was not cooked properly.,0
2572,2572,Cafe Co2 Resto Lounge,4.3,Nikita Bhoyar,5.0,-,1
2573,2573,Cafe Co2 Resto Lounge,4.3,Rashmi Shirsath,5.0,-,1
2574,2574,Cafe Co2 Resto Lounge,4.3,Kedar Anjankar,5.0,-,1
2575,2575,Cafe Co2 Resto Lounge,4.3,Nikhil,5.0,-,1
2576,2576,Cafe Co2 Resto Lounge,4.3,Nitesh Gupta,5.0,-,1
2577,2577,Cafe Co2 Resto Lounge,4.3,Varsha,5.0,Nice place,1
2578,2578,Cafe Co2 Resto Lounge,4.3,Omkar Patole,5.0,-,1
2579,2579,Cafe Co2 Resto Lounge,4.3,Vikram K,5.0,-,1
2580,2580,Cafe Co2 Resto Lounge,4.3,Shrunkhala Tete,2.0,-,0
2581,2581,Cafe Co2 Resto Lounge,4.3,Bhavesh Kothari,4.0,lovely place.. good music for night out and quite reasonable,1
2582,2582,Cafe Co2 Resto Lounge,4.3,Anushil,5.0,-,1
2583,2583,Cafe Co2 Resto Lounge,4.3,Shubham Puri,5.0,-,1
2584,2584,Cafe Co2 Resto Lounge,4.3,Anushil,5.0,-,1
2585,2585,Cafe Co2 Resto Lounge,4.3,Piyush Sahni,1.0,"The manager named Nitin landage, very rude and unprofessional. He don’t even know how to serve or assist a customer. I raised a concern about VAT, since it was no where mentioned to pay VAT, and his response was very pathetic and completely ruined the overall experience. The restaurant needs to work on this.",0
2586,2586,Cafe Co2 Resto Lounge,4.3,Amar Bhoyar,5.0,-,1
2587,2587,Cafe Co2 Resto Lounge,4.3,Amar Bhoyar,5.0,-,1
2589,2589,Cafe Co2 Resto Lounge,4.3,Aditya Kachore,4.0,-,1
2590,2590,Cafe Co2 Resto Lounge,4.3,Aditya Kachore,4.0,-,1
2592,2592,Cafe Co2 Resto Lounge,4.3,Hardik Bhawnani,5.0,-,1
2595,2595,Cafe Co2 Resto Lounge,4.3,Rishabh Gupta,5.0,-,1
2596,2596,Cafe Co2 Resto Lounge,4.3,Siddharth Katare,5.0,-,1
2597,2597,Cafe Co2 Resto Lounge,4.3,HARSHITA JAIN,2.0,-,0
2598,2598,Cafe Co2 Resto Lounge,4.3,Sayali Kulkarni,5.0,Rahul is very good,1
2599,2599,Cafe Co2 Resto Lounge,4.3,Supriya,5.0,-,1
2600,2600,Cafe Co2 Resto Lounge,4.3,Mitesh,5.0,"Happy experience, Arvind Kumar served us like a top priority guest. Satisfied happily!",1
2601,2601,Cafe Co2 Resto Lounge,4.3,Swapnil Chanda,5.0,-,1
2602,2602,Cafe Co2 Resto Lounge,4.3,Harshal Sawant,5.0,-,1
2603,2603,Cafe Co2 Resto Lounge,4.3,Adil,5.0,Rahul service was really great enjoyed a lot best place to hang out,1
2604,2604,Cafe Co2 Resto Lounge,4.3,Sumit Kotgire,5.0,-,1
2605,2605,Cafe Co2 Resto Lounge,4.3,24.7foodiebears,5.0,Rahul Kumar is an excellent waiter.,1
2606,2606,Cafe Co2 Resto Lounge,4.3,Tina Jadhav,5.0,Cheese khakra is yumm and also cafe CO2 bhatti kabab,1
2607,2607,Cafe Co2 Resto Lounge,4.3,Rinkeshkumar Kamli,5.0,-,1
2608,2608,Cafe Co2 Resto Lounge,4.3,Shivam Kharya,4.0,I love the ambience of this place I ordered chicken dum biryani and it was good .The best part of this place is their Dj floor which was rocking,1
2609,2609,Cafe Co2 Resto Lounge,4.3,Achuat,5.0,"Yashwantsinh served us well. Good food, pocket friendly, great location & decent ambience",1
2610,2610,Cafe Co2 Resto Lounge,4.3,Abhishek Banerjee,5.0,-,1
2611,2611,Cafe Co2 Resto Lounge,4.3,Shashikant Dubey,5.0,"Arvind Kumar, thank you so much for this wonderful service and your recommendations really worked for me 😉",1
2612,2612,Cafe Co2 Resto Lounge,4.3,Niraj Patil,5.0,Captain Hemant and Arjun are amazing at handling your orders. quick and on point at such a loud place. amazing service,1
2613,2613,Cafe Co2 Resto Lounge,4.3,Sanket Rajput,4.0,-,1
2614,2614,Cafe Co2 Resto Lounge,4.3,Mayur Pagare,5.0,-,1
2615,2615,Cafe Co2 Resto Lounge,4.3,Prerna Dubey Gupta,1.0,"The ambience was good but The food was very bad. The tomato masala for the khakra papad was rotten and smelling, the chutney was stale. The sizzler came with a piece of bread toasted and garlic butter applied to it, the sauce wasn't even poured on the sizzlers and was of very thick consistency.


Too many tables very close to each other, music was horrible as the DJ was jumping between trance, house and rock and pop music.
Overally extremely hyped and not worth the money at all.",0
2616,2616,Cafe Co2 Resto Lounge,4.3,Shubham Vidhate,5.0,-,1
2617,2617,Cafe Co2 Resto Lounge,4.3,Archita Bansal,5.0,"Everything was great, bunti was the service manager and did a great job.",1
2618,2618,Cafe Co2 Resto Lounge,4.3,The Dark Knight,5.0,"Great service by arvind kumar
Food was delicious
Ambience was very good
Must visit saturday sunday espically at night",1
2619,2619,Cafe Co2 Resto Lounge,4.3,Vamsh Ram,5.0,Kudos to Mahesh Pandey and Arvind Kumar for an amazing service. Food was yum. Great place for family time,1
2620,2620,Cafe Co2 Resto Lounge,4.3,Akash Shinde,5.0,-,1
2621,2621,Cafe Co2 Resto Lounge,4.3,Kaustubh Indapurkar,5.0,-,1
2622,2622,Cafe Co2 Resto Lounge,4.3,Swetapadma Swain,5.0,Good service by Yaswant singh.,1
2623,2623,Cafe Co2 Resto Lounge,4.3,Krunal Mahulikar,5.0,"Great place.. Yashwant served is well
food and service are good. go bit early to avoid waiting.",1
2624,2624,Cafe Co2 Resto Lounge,4.3,Upama Johri,5.0,-,1
2625,2625,Cafe Co2 Resto Lounge,4.3,Shreeya Sarodia,5.0,-,1
2626,2626,Cafe Co2 Resto Lounge,4.3,Mahesh Verma,5.0,-,1
2627,2627,Cafe Co2 Resto Lounge,4.3,Shubham Ahuja,5.0,"Had a great friday night 🎉 Service was fast , food tastes good.",1
2628,2628,Cafe Co2 Resto Lounge,4.3,Yash Shah,4.0,-,1
2629,2629,Cafe Co2 Resto Lounge,4.3,Pavan Madde,5.0,-,1
2630,2630,Cafe Co2 Resto Lounge,4.3,Ankit Pandey,5.0,Kuldeep yadav and padam were reaaly nice. They took care of everything for us. Must visit. I really liked the ambience.,1
2631,2631,Cafe Co2 Resto Lounge,4.3,Jayanta Mallick,4.0,-,1
2632,2632,Cafe Co2 Resto Lounge,4.3,Pratham Chhajed,5.0,-,1
2633,2633,Cafe Co2 Resto Lounge,4.3,Rushab Kothari,4.0,-,1
2634,2634,Cafe Co2 Resto Lounge,4.3,Rohit Kumar,4.0,-,1
2635,2635,Cafe Co2 Resto Lounge,4.3,Dheer Shetty,5.0,"Arjun and Avinash, thank you for such an wonderful service. I like the way you treated, thank you. I had a great evening with my sister. LOVE YOU CO2",1
2636,2636,Cafe Co2 Resto Lounge,4.3,Nupur Saxena,5.0,-,1
2637,2637,Cafe Co2 Resto Lounge,4.3,Aaryan,4.0,-,1
2638,2638,Cafe Co2 Resto Lounge,4.3,Arihant Golchha,5.0,Enjoyed the service from Yashwant singh. Food was great,1
2639,2639,Cafe Co2 Resto Lounge,4.3,Angadh,5.0,Experience at Cafe Co2 was great . Amit Kumar who gave us the best service.,1
2640,2640,Cafe Co2 Resto Lounge,4.3,Ajay Rajput,5.0,The service was very nice by Mahesh Pandey . 👍👍👍👍👍👍👍👍👍👍🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,1
2641,2641,Cafe Co2 Resto Lounge,4.3,Nachiket Jog,5.0,-,1
2642,2642,Cafe Co2 Resto Lounge,4.3,Siddhali,1.0,Yashwant singh is good in service he was very quick than others but the restaurant is very worst in sitting arrangements they are forcing to sit at the place where you don’t want to sit they are not satisfying customer requirements,0
2643,2643,Cafe Co2 Resto Lounge,4.3,Ajinkya Karve,5.0,-,1
2644,2644,Cafe Co2 Resto Lounge,4.3,Sachin,5.0,Excellent,1
2645,2645,Cafe Co2 Resto Lounge,4.3,Akshay Walke,5.0,cool I love this ❤️❤️❤️❤️❤️❤️,1
2646,2646,Cafe Co2 Resto Lounge,4.3,Roshni,5.0,-,1
2648,2648,Cafe Co2 Resto Lounge,4.3,Kunal Marne,1.0,-,0
2649,2649,Cafe Co2 Resto Lounge,4.3,Siddharth Katare,5.0,-,1
2650,2650,Cafe Co2 Resto Lounge,4.3,9999999999,1.0,"Poor food quality 3 time visit this place but this time food quality por
Service slow order starter 40 min let ..
This time last time visit
Next time not come me and my family
Thank you",0
2651,2651,Cafe Co2 Resto Lounge,4.3,Nitin,5.0,-,1
2652,2652,Cafe Co2 Resto Lounge,4.3,Avinash Waghmare,4.0,-,1
2653,2653,Cafe Co2 Resto Lounge,4.3,Sanskar Prabhakar,5.0,Service was awesome. Mr. Mahesh Pandey served us very well. Food was delicious and ambience was also awesome,1
2655,2655,Cafe Co2 Resto Lounge,4.3,Nickii,1.0,-,0
2656,2656,Cafe Co2 Resto Lounge,4.3,Ishita Trivedi,4.0,-,1
2657,2657,Cafe Co2 Resto Lounge,4.3,Gaurav Sanjay Wathore,5.0,-,1
2658,2658,Cafe Co2 Resto Lounge,4.3,Om Patkar,4.0,-,1
2659,2659,Cafe Co2 Resto Lounge,4.3,Mehta,5.0,-,1
2660,2660,Cafe Co2 Resto Lounge,4.3,Bhushan Jawale,1.0,-,0
2661,2661,Cafe Co2 Resto Lounge,4.3,Manisha Ray,5.0,-,1
2662,2662,Cafe Co2 Resto Lounge,4.3,Hems U,5.0,Excellent food,1
2663,2663,Cafe Co2 Resto Lounge,4.3,Abhishek Dalvi,5.0,Yashwant sigh was very nice with all service on table and very prompt for orders and service for everything related to table.,1
2664,2664,Cafe Co2 Resto Lounge,4.3,Aaditya Chavan,1.0,"There’s a random rule where “shorts” are not allowed, you’ve to pay 500 deposit for a track pants which they provide for those who are not wearing full. All bullshit rules by management and hookah is also not that good. Very less flavourful.",0
2666,2666,Cafe Co2 Resto Lounge,4.3,Angela Peter,5.0,-,1
2667,2667,Cafe Co2 Resto Lounge,4.3,The Gamer Boss,5.0,-,1
2668,2668,Cafe Co2 Resto Lounge,4.3,Abhay Yadav,1.0,"The staff is very rude. The bar is not good. We shared 3 LIIT pitchers among 3 people but it was total waste. Then we decided to switch to whiskey bottle which was expected to be served at higher price than MRP but thrice the price! I didn't see that coming.
The staff got offensive when we paid through Zomato pro and started pointing out things in the bill that can't be paid through Zomato without a proper reason. At last we had to pay extra amount separately.
Needless to say, not going back to this place.",0
2669,2669,Cafe Co2 Resto Lounge,4.3,Mayur B,5.0,-,1
2670,2670,Cafe Co2 Resto Lounge,4.3,Tej Jaiswal,5.0,-,1
2671,2671,Cafe Co2 Resto Lounge,4.3,Chris Fernandes,1.0,Apparently you get charged for cucumber 250 bucks for it staff is very rude when questioned about the bill kept arguing about it staff needs to be improved and taught some manners always know in the food industry the CUSTOMER IS ALWAYS RIGHT,0
2672,2672,Cafe Co2 Resto Lounge,4.3,Hanish Manna,1.0,"The restaurant is charging us ₹215for cucumbers saying we ordered for Green salad and spoilt our whole mood as we went for a friends birthday dinner treat. Very rude staff and the manager was reluctant to our point, why would a customer pay for the dish which we haven’t ordered. Really upset.",0
2673,2673,Cafe Co2 Resto Lounge,4.3,Armaan Rajpal,1.0,"The staff is rude and the manager is not at al helpful , dealing with unnecessary upselling not at all happy needs a change ty.",0
2674,2674,Cafe Co2 Resto Lounge,4.3,Ali Alemi,1.0,Very rude staff and management. the management sends stuff which was not required and then charges for the same,0
2675,2675,Cafe Co2 Resto Lounge,4.3,Pranav Rasal,1.0,"Asked for cucumber and was not informed that it’s chargeable, and the management got into a debate during the bill settlement when questioned regarding the same.",0
2676,2676,Cafe Co2 Resto Lounge,4.3,Mwasu8,1.0,The staff is not at all trained well better try the other places nearby. Very bad service received by the management,0
2677,2677,Cafe Co2 Resto Lounge,4.3,Amol,2.0,-,0
2678,2678,Cafe Co2 Resto Lounge,4.3,Dhara Varu,5.0,-,1
2679,2679,Cafe Co2 Resto Lounge,4.3,Mansi,5.0,-,1
2680,2680,Cafe Co2 Resto Lounge,4.3,Ravi Pullshetty,5.0,-,1
2681,2681,Cafe Co2 Resto Lounge,4.3,Sudeep Mohanty,5.0,-,1
2682,2682,Cafe Co2 Resto Lounge,4.3,Siddharth Katare,5.0,-,1
2683,2683,Cafe Co2 Resto Lounge,4.3,Sai Teja,4.0,-,1
2684,2684,Cafe Co2 Resto Lounge,4.3,Vrushali Patil,4.0,-,1
2685,2685,Cafe Co2 Resto Lounge,4.3,Anmol Juneja,2.0,-,0
2686,2686,Cafe Co2 Resto Lounge,4.3,Vedika Mittal,5.0,-,1
2687,2687,Cafe Co2 Resto Lounge,4.3,Chetan,5.0,-,1
2688,2688,Cafe Co2 Resto Lounge,4.3,Teena Khatnani,5.0,-,1
2689,2689,Cafe Co2 Resto Lounge,4.3,Chirag Punmiya,5.0,-,1
2690,2690,Cafe Co2 Resto Lounge,4.3,Swayeta Chakroborty,5.0,-,1
2691,2691,Cafe Co2 Resto Lounge,4.3,Babul,4.0,-,1
2692,2692,Cafe Co2 Resto Lounge,4.3,Atharva Vairagkar,4.0,-,1
2693,2693,Cafe Co2 Resto Lounge,4.3,Shubham Pashankar,5.0,-,1
2694,2694,Cafe Co2 Resto Lounge,4.3,Deepak C,5.0,-,1
2695,2695,Cafe Co2 Resto Lounge,4.3,Urv,4.0,-,1
2696,2696,Cafe Co2 Resto Lounge,4.3,Pranav,4.0,-,1
2697,2697,Cafe Co2 Resto Lounge,4.3,Sonalika,4.0,-,1
2698,2698,Cafe Co2 Resto Lounge,4.3,Briju Patel,1.0,really very sad to be let down by dish,0
2699,2699,Cafe Co2 Resto Lounge,4.3,Shradha Karnawat,5.0,"One of the BEST PLACES in Pune!! The best part is you start remembering Goa in Pune with Beautiful lake view with birds 🦢🦆and Sand below your feet🏖. ( Only missing part is waves 🌊😉).The bar manager Mr.Krishna amazing person. On request for fruit juice cocktails, he gave us variety of them to start with 1. Musk melon🍈 2. Orange🍊 3. Blueberry🫐 4. Lemongrass with pineapple🍍 5. Plum 6. Watermelon🍉 with basil ,everything with fresh fruit juice, all refreshing especially for summer's.All served in different shaped glasses with all beautiful different colours🌈.And to top it all he suggested one Popcorn cocktail🍿which makes you feel like you are actually having...read more",1
2700,2700,Cafe Co2 Resto Lounge,4.3,Sneha Mitra,4.0,-,1
2701,2701,Cafe Co2 Resto Lounge,4.3,Vinod Sutar,5.0,-,1
2702,2702,Cafe Co2 Resto Lounge,4.3,Rohan Ubale,5.0,-,1
2703,2703,Cafe Co2 Resto Lounge,4.3,Dr Akash,4.0,-,1
2704,2704,Cafe Co2 Resto Lounge,4.3,Suraj Patil,5.0,-,1
2705,2705,Cafe Co2 Resto Lounge,4.3,Pooja,4.0,food quantity is very less,1
2707,2707,Cafe Co2 Resto Lounge,4.3,Saurabh Khairkar,4.0,-,1
2708,2708,Cafe Co2 Resto Lounge,4.3,Shivashish Harshavardhan,5.0,-,1
2709,2709,Cafe Co2 Resto Lounge,4.3,Suraj Singh,4.0,-,1
2710,2710,Cafe Co2 Resto Lounge,4.3,Jai Prajapati,4.0,-,1
2711,2711,Cafe Co2 Resto Lounge,4.3,Aditya Bansal,5.0,-,1
2712,2712,Cafe Co2 Resto Lounge,4.3,Saket Shrivastava,5.0,-,1
2713,2713,Cafe Co2 Resto Lounge,4.3,Atul,5.0,-,1
2714,2714,Cafe Co2 Resto Lounge,4.3,Krishnamohan Manmohan,4.0,-,1
2715,2715,Cafe Co2 Resto Lounge,4.3,Abhinav Taneja,5.0,-,1
2716,2716,Cafe Co2 Resto Lounge,4.3,Shraddha Lukkad,5.0,-,1
2717,2717,Cafe Co2 Resto Lounge,4.3,Sahil Rai,4.0,-,1
2718,2718,Cafe Co2 Resto Lounge,4.3,Harshad Kolhe,4.0,-,1
2719,2719,Cafe Co2 Resto Lounge,4.3,Kalyani Tidke,4.0,-,1
2720,2720,Cafe Co2 Resto Lounge,4.3,Sahil Rai,4.0,-,1
2721,2721,Cafe Co2 Resto Lounge,4.3,Hitesh,5.0,-,1
2722,2722,Cafe Co2 Resto Lounge,4.3,Poonam,5.0,-,1
2723,2723,Cafe Co2 Resto Lounge,4.3,Poonam Verma,5.0,-,1
2724,2724,Cafe Co2 Resto Lounge,4.3,Harsh,5.0,-,1
2725,2725,Cafe Co2 Resto Lounge,4.3,Vijay Parande,4.0,-,1
2726,2726,Cafe Co2 Resto Lounge,4.3,Raviraj Nimbalkar,5.0,-,1
2727,2727,Cafe Co2 Resto Lounge,4.3,Rahul More,5.0,"CO2 I this this place doesn't need any introduction cause its name itself is an introduction. The restaurant is located at bank of lake hence in result the view is awesome.
Visit it anytime and you will get that calm and pleasant feeling but the music here won't give you chance to sit at your place, instead it will haunt you to move your body with the beats.
Once you entered in the vibes are awesome and the ambience is LIT. I choose the lake side's sittings where the tables and couches were places on SAND. Either you are a romantic person like an Artist who love to get lost in the views and surroundings or you are a party person, no worries cause this place is for all types of people....read more",1
